Generation, Lowest, Mean, Highest, Stdev
0, -6.0063531596017325, 10.72824138928584, 86.90168263345197, 27.577498523743643
1, -6.016157159698354, 4.134139298090326, 90.59605369405452, 21.875435510824442
2, -6.016157159698354, 8.94176434401949, 86.90168263345197, 25.822982448051192
3, -6.214608098422191, 8.313221606428987, 90.59605369405452, 27.488237563236613
4, -6.016157159698354, 12.02568435843371, 90.39605369405453, 32.75879441117846
5, -5.8971538676367405, 11.456356926208333, 89.79605369405454, 24.12240333797826
6, -5.8971538676367405, 23.851978154945968, 86.95935834262663, 36.71432819201862
7, -5.805134968916489, 13.969106978516265, 86.12628484395722, 28.55526581907844
8, -5.8971538676367405, 14.48496877560377, 86.85482255552044, 27.112006946176813
9, -5.8971538676367405, 10.308292565239647, 86.79991706964765, 24.77076916518824
10, -5.8971538676367405, 17.84782696212816, 83.80421948603869, 27.99668106684256
11, -5.8971538676367405, 13.244710473110592, 87.33399989261957, 26.610015137074104
12, -5.8944028342648505, 8.448093145737746, 83.80421948603868, 19.76783546483533
13, -5.8971538676367405, 5.733189916458249, 47.42213864227895, 11.915535013587789
14, -5.8971538676367405, 7.736748197368809, 87.33399989261957, 20.034923152984188
15, -5.8971538676367405, 8.123738431530576, 85.963547911381, 19.940820021770577
16, -5.8944028342648505, 10.886510285789331, 85.963547911381, 19.745928632806606
17, -5.8971538676367405, 10.388388244692038, 85.963547911381, 19.37434786745185
18, -5.8971538676367405, 10.819713244564081, 85.963547911381, 19.327617360602485
19, -5.783825182329737, 12.215957610770193, 85.963547911381, 19.50981799098574
20, -5.783825182329737, 14.902444085184712, 85.963547911381, 19.348000812696178
