Generation, Lowest, Mean, Highest, Stdev
0, -9.062383992607803, -3.7240880392001334, 11.537113488233707, 5.279094081371976
1, -7.305230132758886, -1.9457181481169392, 11.537113488233707, 5.924003909167587
2, -7.305230132758886, 0.9515260265183331, 11.537113488233707, 6.622127421514794
3, -6.262551924294234, 3.8321976917953804, 11.537113488233707, 6.755776730269589
4, -6.262551924294234, 5.561507854758426, 11.542810830457444, 6.840704504736291
5, -5.925538283638919, 8.057771335332717, 11.542810830457444, 5.586519899716521
6, -5.925538283638919, 9.458157578784684, 11.542810830457444, 4.392493202505687
7, -5.925538283638919, 10.190538124512035, 11.543208342786787, 3.9454279585128207
8, -5.630403434359901, 10.77398864683293, 11.543208342786787, 3.101752756804825
9, 5.106929511856907, 11.382845849879914, 11.543208342786787, 0.9190414343593294
10, 11.525403716830517, 11.542008569384288, 11.543208342786787, 0.0037699485622781858
11, 11.525403716830517, 11.542608456085537, 11.543208342786787, 0.002732420197452545
12, 11.543208342786787, 11.543208342786786, 11.543208342786787, 1.7763568394002505e-15
13, 11.543208342786787, 11.543208342786786, 11.543208342786787, 1.7763568394002505e-15
14, 11.543208342786787, 11.543208342786786, 11.543208342786787, 1.7763568394002505e-15
15, 11.543208342786787, 11.543208342786786, 11.543208342786787, 1.7763568394002505e-15
16, 11.543208342786787, 11.543208342786786, 11.543208342786787, 1.7763568394002505e-15
17, 11.543208342786787, 11.543208342786786, 11.543208342786787, 1.7763568394002505e-15
18, 11.543208342786787, 11.543208342786786, 11.543208342786787, 1.7763568394002505e-15
19, 11.543208342786787, 11.543208342786786, 11.543208342786787, 1.7763568394002505e-15
20, 11.543208342786787, 11.543208342786786, 11.543208342786787, 1.7763568394002505e-15
21, 11.543208342786787, 11.543208342786786, 11.543208342786787, 1.7763568394002505e-15
22, 11.543208342786787, 11.543208342786786, 11.543208342786787, 1.7763568394002505e-15
23, 11.543208342786787, 11.543208342786786, 11.543208342786787, 1.7763568394002505e-15
24, 11.543208342786787, 11.543208342786786, 11.543208342786787, 1.7763568394002505e-15
25, 11.543208342786787, 11.543208342786786, 11.543208342786787, 1.7763568394002505e-15
26, 11.543208342786787, 11.543208342786786, 11.543208342786787, 1.7763568394002505e-15
27, 11.543208342786787, 11.543208342786786, 11.543208342786787, 1.7763568394002505e-15
28, 11.543208342786787, 11.543208342786786, 11.543208342786787, 1.7763568394002505e-15
29, 11.543208342786787, 11.543208342786786, 11.543208342786787, 1.7763568394002505e-15
30, 11.543208342786787, 11.543208342786786, 11.543208342786787, 1.7763568394002505e-15
