Generation, Lowest, Mean, Highest, Stdev
0, -7.542853076253022, -4.193515669304849, 11.538767057980671, 5.105625329876346
1, -7.542853076253022, -2.30156749232581, 13.759780683661493, 6.724517719450045
2, -7.542853076253022, -0.2903330379584911, 13.759780683661493, 7.270849722008538
3, -6.399564768638348, 2.653705777131128, 22.255743726514993, 8.360422417962413
4, -6.452819083139822, 6.348113881088083, 34.32229948173394, 10.770429792159083
5, -8.177531051080127, 8.23804092491388, 34.32229948173394, 10.244250815788375
6, -8.177531051080127, 11.310936281487141, 34.32229948173394, 9.101517367986794
7, -6.452819083139822, 14.513826095270769, 34.32229948173394, 6.935566955558837
8, -6.452819083139822, 15.854153723326519, 34.32229948173394, 6.461487805017421
9, -6.452819083139822, 17.23809605401808, 34.32229948173394, 6.0601552234702725
10, -6.452819083139822, 18.022064314965352, 34.32229948173394, 5.7047469414158645
11, 11.538767057980671, 18.673301978622888, 34.32229948173394, 4.397712827128297
12, 11.538767057980671, 18.778255830440013, 34.32229948173394, 4.315421350631531
13, 11.538767057980671, 18.906155664854936, 34.32229948173394, 4.191964052507946
14, 17.933758778726826, 19.145458272038056, 34.32229948173394, 3.9254902980699176
15, 17.933758778726826, 19.145458272038056, 34.32229948173394, 3.9254902980699176
16, 17.933758778726826, 19.145458272038056, 34.32229948173394, 3.9254902980699176
17, 17.933758778726826, 19.1443163484955, 34.32229948173394, 3.9258342951707275
18, 17.933758778726826, 19.1443163484955, 34.32229948173394, 3.9258342951707275
19, 17.933758778726826, 19.1443163484955, 34.32229948173394, 3.9258342951707275
20, 17.933758778726826, 19.056734725997185, 34.32229948173394, 3.9042148106204557
21, 17.933758778726826, 19.056734725997185, 34.32229948173394, 3.9042148106204557
22, 17.933758778726826, 19.056734725997185, 34.32229948173394, 3.9042148106204557
23, 17.933758778726826, 19.056734725997185, 34.32229948173394, 3.9042148106204557
24, 17.933758778726826, 19.056734725997185, 34.32229948173394, 3.9042148106204557
25, 17.933758778726826, 19.056734725997185, 34.32229948173394, 3.9042148106204557
26, 17.933758778726826, 19.051667488390184, 34.32229948173394, 3.9055043896565276
27, 17.933758778726826, 19.051667488390184, 34.32229948173394, 3.9055043896565276
28, 17.933758778726826, 19.051667488390184, 34.32229948173394, 3.9055043896565276
29, 17.933758778726826, 19.051667488390184, 34.32229948173394, 3.9055043896565276
30, 17.933758778726826, 19.05052556484763, 34.32229948173394, 3.905822725971592
