Generation, Lowest, Mean, Highest, Stdev
0, -5.805134968916488, 6.08095199464802, 85.62385026742616, 27.73009304672386
1, -5.796057750765372, 11.541423433467907, 85.62385026742616, 27.53099711791485
2, -5.783825182329737, 14.308295404260008, 85.62385026742616, 26.07742892842404
3, -5.7430031878094825, 16.151942752378016, 85.62385026742616, 24.89212827499912
4, 3.4548225555204377, 17.07172532671101, 85.62385026742616, 24.22715151296032
5, 3.4548225555204377, 17.07172532671101, 85.62385026742616, 24.22715151296032
6, 3.4548225555204377, 17.07172532671101, 85.62385026742616, 24.22715151296032
7, 3.4548225555204377, 17.07172532671101, 85.62385026742616, 24.22715151296032
8, 3.4548225555204377, 17.07172532671101, 85.62385026742616, 24.22715151296032
9, 3.4548225555204377, 17.07172532671101, 85.62385026742616, 24.22715151296032
10, 3.4548225555204377, 17.07172532671101, 85.62385026742616, 24.22715151296032
