Generation, Lowest, Mean, Highest, Stdev
0, -5.886104031450156, 3.5496899540734383, 87.72700044143625, 28.059117626185355
1, -5.796057750765372, 3.561449262482784, 87.72700044143625, 28.055184408634762
2, -5.796057750765372, 3.5657353663209563, 87.72700044143625, 28.053755563330522
3, -5.783825182329737, 3.568798213315565, 87.72700044143625, 28.05273411365458
4, -5.783825182329737, 3.568798213315565, 87.72700044143625, 28.05273411365458
5, -5.783825182329737, 3.568798213315565, 87.72700044143625, 28.05273411365458
6, -5.783825182329737, 3.568490046661824, 87.72700044143625, 28.052836835872355
7, -5.783825182329737, 3.568490046661824, 87.72700044143625, 28.052836835872355
8, -5.783825182329737, 3.568490046661824, 87.72700044143625, 28.052836835872355
9, -5.783825182329737, 3.568490046661824, 87.72700044143625, 28.052836835872355
10, -5.783825182329737, 3.568490046661824, 87.72700044143625, 28.052836835872355
