Generation, Lowest, Mean, Highest, Stdev
0, -5.886104031450156, 1.4967708077350632, 30.142066845516542, 11.954234149890473
1, -5.777652323222656, 3.4014872036912704, 30.142066845516542, 14.430131213462053
2, -5.7745515455444085, 10.749527212802164, 30.142066845516542, 16.659959493859347
3, -4.955827057601261, 21.384637184058334, 30.142066845516542, 14.137931738825605
4, 30.142066845516542, 30.142066845516542, 30.142066845516542, 0.0
5, 30.142066845516542, 30.142066845516542, 30.142066845516542, 0.0
6, 30.142066845516542, 30.142066845516542, 30.142066845516542, 0.0
7, 30.142066845516542, 30.185326950208765, 30.28626719449063, 0.06608090144128077
8, 30.142066845516542, 30.257427124695813, 30.28626719449063, 0.05768013958963536
9, 30.28626719449063, 30.28626719449063, 30.28626719449063, 0.0
10, 30.28626719449063, 30.28626719449063, 30.28626719449063, 0.0
