Generation, Lowest, Mean, Highest, Stdev
0, -9.278194851412486, -5.460497403781127, 5.221331358447362, 2.5053686828092787
1, -9.132805649346313, -4.445432611215167, 5.277284053704626, 3.2616633403548843
2, -7.794036427442174, -2.085823648733788, 12.948628598233757, 5.985296614033843
3, -7.794036427442174, -0.8018821362478983, 12.948628598233757, 5.709634509669846
4, -6.512398230315128, 0.3751884843738768, 12.948628598233757, 5.592595683881413
5, -5.735055516276741, 1.39484392904438, 12.948628598233757, 5.013785180800688
6, -5.6506652277443195, 4.180822083858199, 12.948628598233757, 5.266185365542553
7, -5.6506652277443195, 5.051808863926886, 12.948628598233757, 4.945628031527079
8, -5.597460661414771, 6.264247411813509, 12.948628598233757, 3.7773877616757834
9, -5.196390086626231, 6.589745469099759, 12.948628598233757, 3.1969916351097716
10, -5.196390086626231, 6.661198169273698, 12.948628598233757, 2.9802806560610646
11, -5.196390086626231, 6.598473325057623, 12.948628598233757, 2.973612725526766
12, 5.257870442807178, 6.807558535646292, 12.948628598233757, 2.4601268828823057
13, 5.257870442807178, 6.588692349429723, 12.948628598233757, 2.299594207103884
14, 5.257870442807178, 6.523641326321684, 12.948628598233757, 2.290297525337917
15, 5.257870442807178, 6.523641326321684, 12.948628598233757, 2.290297525337917
16, 5.257870442807178, 6.523641326321684, 12.948628598233757, 2.290297525337917
17, 5.257870442807178, 6.523641326321684, 12.948628598233757, 2.290297525337917
18, 5.257870442807178, 6.523641326321684, 12.948628598233757, 2.290297525337917
19, 5.257870442807178, 6.523641326321684, 12.948628598233757, 2.290297525337917
20, 5.257870442807178, 6.523641326321684, 12.948628598233757, 2.290297525337917
21, 5.257870442807178, 6.523641326321684, 12.948628598233757, 2.290297525337917
22, 5.257870442807178, 6.523641326321684, 12.948628598233757, 2.290297525337917
23, 5.257870442807178, 6.523641326321684, 12.948628598233757, 2.290297525337917
24, 5.257870442807178, 6.523641326321684, 12.948628598233757, 2.290297525337917
25, 5.257870442807178, 6.523641326321684, 12.948628598233757, 2.290297525337917
26, 5.257870442807178, 6.523641326321684, 12.948628598233757, 2.290297525337917
27, 5.257870442807178, 6.523641326321684, 12.948628598233757, 2.290297525337917
28, 5.257870442807178, 6.523641326321684, 12.948628598233757, 2.290297525337917
29, 5.257870442807178, 6.523641326321684, 12.948628598233757, 2.290297525337917
30, 5.257870442807178, 6.523641326321684, 12.948628598233757, 2.290297525337917
