Generation, Lowest, Mean, Highest, Stdev
0, -15.032461512375217, -4.749051119196707, 11.538767057980671, 4.49110471139215
1, -15.032461512375217, -2.5336850876478887, 11.538767057980671, 6.624517902614206
2, -15.032461512375217, 0.4993024374883372, 11.538767057980671, 7.676949838223625
3, -15.032461512375217, 4.2871724089407515, 11.538767057980671, 7.869093522102487
4, -6.144710621150816, 7.235521912086387, 11.538767057980671, 6.28688070626755
5, -4.376515435706317, 9.722633074739573, 11.538767057980671, 4.06025904912922
6, -4.376515435706317, 10.859991086012949, 11.538767057980671, 2.8587145254686335
7, 10.097597565877564, 11.49806517115626, 11.538767057980671, 0.21665105823948574
8, 11.538767057980671, 11.53876705798067, 11.538767057980671, 1.7763568394002505e-15
9, 11.538767057980671, 11.53876705798067, 11.538767057980671, 1.7763568394002505e-15
10, 11.538767057980671, 11.53876705798067, 11.538767057980671, 1.7763568394002505e-15
11, 11.538767057980671, 11.53876705798067, 11.538767057980671, 1.7763568394002505e-15
12, 11.538767057980671, 11.53876705798067, 11.538767057980671, 1.7763568394002505e-15
13, 11.538767057980671, 11.53876705798067, 11.538767057980671, 1.7763568394002505e-15
14, 11.538767057980671, 11.53876705798067, 11.538767057980671, 1.7763568394002505e-15
15, 11.538767057980671, 11.53876705798067, 11.538767057980671, 1.7763568394002505e-15
16, 11.538767057980671, 11.53876705798067, 11.538767057980671, 1.7763568394002505e-15
17, 11.538767057980671, 11.53876705798067, 11.538767057980671, 1.7763568394002505e-15
18, 11.538767057980671, 11.53876705798067, 11.538767057980671, 1.7763568394002505e-15
19, 11.538767057980671, 11.53876705798067, 11.538767057980671, 1.7763568394002505e-15
20, 11.538767057980671, 11.53876705798067, 11.538767057980671, 1.7763568394002505e-15
21, 11.538767057980671, 11.53876705798067, 11.538767057980671, 1.7763568394002505e-15
22, 11.538767057980671, 11.53876705798067, 11.538767057980671, 1.7763568394002505e-15
23, 11.538767057980671, 11.53876705798067, 11.538767057980671, 1.7763568394002505e-15
24, 11.538767057980671, 11.53876705798067, 11.538767057980671, 1.7763568394002505e-15
25, 11.538767057980671, 11.53876705798067, 11.538767057980671, 1.7763568394002505e-15
26, 11.538767057980671, 11.53876705798067, 11.538767057980671, 1.7763568394002505e-15
27, 11.538767057980671, 11.53876705798067, 11.538767057980671, 1.7763568394002505e-15
28, 11.538767057980671, 11.53876705798067, 11.538767057980671, 1.7763568394002505e-15
29, 11.538767057980671, 11.53876705798067, 11.538767057980671, 1.7763568394002505e-15
30, 11.538767057980671, 11.53876705798067, 11.538767057980671, 1.7763568394002505e-15
