Generation, Lowest, Mean, Highest, Stdev
0, -5.971261839790462, -2.1140466603647274, 12.24109822612272, 6.011916709023054
1, -5.886104031450156, -0.24839305830713432, 12.24109822612272, 6.004696226454199
2, -5.886104031450156, 1.506634999440753, 12.24109822612272, 7.895166292384604
3, -5.796057750765371, 6.023375237124972, 12.24109822612272, 7.009739276870903
4, -5.796057750765371, 3.222520237678674, 12.24109822612272, 9.018577988444045
5, -5.796057750765371, 8.630560261532537, 12.24109822612272, 5.985060610168235
6, -5.796057750765371, 10.43738262843391, 12.24109822612272, 5.411146793066427
7, 12.24109822612272, 12.24109822612272, 12.24109822612272, 0.0
8, 12.24109822612272, 12.24109822612272, 12.24109822612272, 0.0
9, 12.24109822612272, 12.24109822612272, 12.24109822612272, 0.0
10, 12.24109822612272, 12.24109822612272, 12.24109822612272, 0.0
